student_id,age,gender,department,semester,entrance_score_pct,current_gpa,backlogs,study_hours_per_week,attendance_pct,assignment_submission_rate,family_income,fee_payment_delay_days,scholarship,lms_login_frequency_per_week,library_visits_per_month,extracurricular_participation,distance_from_home_km,commute_mode,mental_health_score,sleep_hours_per_night,disciplinary_actions,dropout
STU101000,23,Male,Business Administration,2,78.4,6.29,1,10.4,56.4,88.6,60000,27,0,8.7,5,1,14.0,Own Vehicle,8.2,7.6,0,0
STU101001,23,Female,Civil Engineering,3,64.6,5.6,0,19.4,100.0,95.2,60000,23,0,11.6,4,1,9.9,Walking,7.2,5.1,0,0
STU101002,21,Male,Computer Science,6,80.3,5.01,1,20.2,68.2,80.0,60000,36,0,11.1,11,1,1.3,Walking,7.0,7.2,0,1
STU101003,24,Female,Business Administration,1,72.5,7.38,0,12.9,83.6,70.3,109400,30,0,9.5,8,0,29.1,Hostel,7.0,4.8,0,0
STU101004,18,Female,Business Administration,8,89.0,7.55,0,12.8,73.1,90.8,60000,52,0,13.5,1,0,70.5,Bicycle,7.2,7.9,0,1
STU101005,24,Female,Electrical Engineering,2,82.5,7.96,0,7.6,63.8,100.0,60000,30,0,9.3,6,0,47.1,Walking,5.1,7.6,1,0
STU101006,23,Male,Mechanical Engineering,7,82.7,6.09,2,16.8,83.5,67.2,98500,17,0,2.2,10,1,22.5,Hostel,4.7,6.6,0,0
STU101007,21,Female,Computer Science,5,65.1,5.59,1,24.6,81.8,81.1,60000,36,0,16.3,8,0,44.0,Bicycle,4.6,6.3,1,1
STU101008,23,Female,Electronics & Communication,7,68.8,5.17,0,24.7,78.5,79.2,114100,21,0,14.9,7,0,6.4,Hostel,8.0,8.0,0,0
STU101009,21,Male,Electronics & Communication,7,66.3,7.64,0,10.8,77.9,100.0,60000,22,0,3.1,0,0,59.2,Bicycle,4.9,6.9,0,1
STU101010,19,Female,Computer Science,5,51.9,4.34,1,28.9,99.9,68.6,60000,20,0,10.5,15,0,9.5,Hostel,5.9,6.8,0,1
STU101011,23,Female,Electronics & Communication,7,87.7,7.03,0,12.5,100.0,82.6,60000,30,0,16.5,8,1,38.3,Walking,5.6,6.9,1,0
STU101012,19,Other,Mechanical Engineering,3,78.9,5.58,0,7.9,97.5,79.5,60000,39,0,8.5,13,0,18.3,Hostel,6.7,7.0,0,0
STU101013,20,Other,Civil Engineering,5,65.9,4.44,0,5.5,83.9,66.2,60000,22,0,13.9,7,0,15.8,Walking,7.9,8.0,0,0
STU101014,21,Female,Electrical Engineering,8,85.7,7.23,0,7.5,57.1,65.4,60000,25,0,15.6,5,1,80.7,Walking,7.8,4.4,2,0
STU101015,23,Female,Electronics & Communication,1,62.4,6.31,0,17.3,88.8,93.5,60000,27,0,11.3,3,0,87.4,Walking,2.9,6.4,0,1
STU101016,20,Female,Mechanical Engineering,3,47.9,2.74,3,13.2,84.9,89.6,60000,25,0,19.5,9,0,162.8,Own Vehicle,6.8,3.9,0,1
STU101017,21,Male,Business Administration,1,82.1,6.77,0,10.6,90.8,76.6,60000,25,0,13.2,11,1,6.0,Hostel,6.5,7.0,0,0
STU101018,18,Male,Computer Science,5,54.7,4.67,0,9.1,64.0,100.0,62900,23,0,10.5,10,0,2.7,Bicycle,6.9,5.7,1,0
STU101019,18,Female,Civil Engineering,7,67.7,5.99,0,7.4,91.9,51.2,60000,33,0,9.2,15,1,2.1,Bicycle,5.7,6.7,0,0
STU101020,18,Male,Electrical Engineering,1,72.5,3.07,2,8.8,98.9,62.1,60000,28,0,9.0,6,0,18.8,Own Vehicle,4.6,5.5,0,1
STU101021,18,Female,Business Administration,5,74.6,4.49,2,22.1,63.2,68.6,60000,23,0,6.4,3,1,16.7,Own Vehicle,8.2,5.4,2,1
STU101022,24,Male,Civil Engineering,4,80.2,4.23,2,27.6,86.6,80.9,60000,25,0,3.6,7,1,14.8,Public Transport,5.8,5.9,0,0
STU101023,23,Male,Electronics & Communication,7,77.0,6.21,0,28.1,68.6,78.2,73200,56,0,5.5,9,1,52.1,Public Transport,8.5,6.6,1,0
STU101024,23,Male,Computer Science,2,76.6,4.69,0,19.8,78.5,82.0,76900,41,0,9.3,4,1,45.4,Own Vehicle,6.2,7.4,0,0
STU101025,18,Male,Electronics & Communication,2,60.5,4.05,0,11.6,66.7,92.3,60000,34,0,14.0,5,0,39.1,Hostel,6.4,5.5,1,1
STU101026,18,Male,Computer Science,1,73.5,3.97,1,10.3,73.6,100.0,67600,25,0,11.2,6,0,8.6,Public Transport,5.0,6.7,0,1
STU101027,19,Male,Mechanical Engineering,4,51.9,3.51,5,20.3,67.7,87.0,60000,26,0,8.8,7,0,7.7,Walking,5.8,7.0,2,1
STU101028,21,Female,Electrical Engineering,4,88.7,5.3,1,13.3,84.3,83.8,64400,23,0,20.2,6,1,17.9,Public Transport,8.3,5.9,0,1
STU101029,20,Male,Computer Science,8,53.2,5.47,2,17.9,89.5,79.8,63800,29,0,17.6,6,1,0.9,Bicycle,5.9,7.0,0,0
STU101030,21,Male,Civil Engineering,4,65.8,6.03,1,28.5,95.5,99.5,60000,23,0,5.0,8,0,10.5,Bicycle,6.9,4.8,1,1
STU101031,19,Male,Electrical Engineering,2,54.2,4.57,0,16.5,70.9,100.0,60000,23,0,13.5,9,1,2.8,Own Vehicle,9.9,5.3,1,1
STU101032,23,Male,Civil Engineering,6,61.2,4.42,2,30.9,82.0,90.6,110300,23,0,3.3,4,0,1.7,Own Vehicle,3.9,7.9,1,1
STU101033,20,Male,Electronics & Communication,1,70.2,2.35,2,7.1,61.6,73.6,60000,23,0,10.5,0,0,9.3,Hostel,4.4,3.6,0,1
STU101034,18,Female,Electrical Engineering,3,63.7,4.36,2,18.1,75.5,84.9,92100,35,0,2.3,1,1,14.0,Walking,6.7,6.1,0,1
STU101035,23,Female,Electronics & Communication,6,83.7,5.48,0,17.2,80.6,93.7,60000,38,0,7.0,7,1,20.0,Hostel,2.9,6.6,0,0
STU101036,24,Male,Electrical Engineering,3,72.7,6.21,2,8.1,64.1,72.7,60000,32,0,12.3,3,0,39.6,Walking,7.2,6.8,0,0
STU101037,18,Female,Electrical Engineering,5,64.4,6.15,1,20.6,86.3,96.0,60000,22,0,7.3,7,1,11.0,Bicycle,4.9,6.9,2,1
STU101038,21,Male,Civil Engineering,4,68.4,5.99,0,25.7,77.8,89.0,72200,31,0,4.6,5,0,23.6,Walking,5.6,6.2,2,0
STU101039,23,Male,Civil Engineering,8,84.6,8.79,0,30.4,82.2,100.0,60000,21,0,6.6,6,0,14.7,Bicycle,8.3,6.0,0,0
STU101040,22,Female,Civil Engineering,3,80.9,5.56,2,17.9,94.1,66.3,60000,22,0,4.5,7,1,37.2,Bicycle,3.8,5.4,1,1
STU101041,23,Male,Electrical Engineering,8,56.3,3.53,1,1.7,72.5,56.9,158500,31,0,11.7,10,0,2.9,Own Vehicle,2.3,8.5,1,1
STU101042,20,Female,Civil Engineering,6,61.8,6.61,2,18.3,88.9,75.1,73100,21,0,15.2,5,0,9.2,Public Transport,2.1,7.5,0,0
STU101043,20,Male,Electrical Engineering,6,75.7,6.32,0,20.2,100.0,85.4,72600,24,0,9.0,1,0,0.2,Bicycle,7.2,6.9,0,0
STU101044,22,Male,Electrical Engineering,2,74.2,5.54,2,13.4,96.3,54.0,60000,23,0,14.3,7,0,2.6,Hostel,8.0,6.4,0,1
STU101045,19,Male,Business Administration,1,57.4,7.55,0,16.5,77.4,75.9,60000,35,0,7.1,8,0,69.4,Hostel,4.3,5.7,0,1
STU101046,19,Male,Computer Science,6,79.0,7.24,0,11.6,66.4,100.0,87800,19,0,9.5,0,1,9.0,Public Transport,8.8,6.4,0,0
STU101047,22,Other,Mechanical Engineering,4,59.3,4.44,1,14.1,68.6,91.0,60000,46,0,18.5,3,1,94.2,Public Transport,5.9,5.2,0,0
STU101048,22,Male,Mechanical Engineering,3,85.6,5.75,0,22.1,57.8,87.1,60000,27,0,9.1,6,0,34.7,Own Vehicle,6.6,8.3,0,0
STU101049,18,Female,Electrical Engineering,8,76.4,8.23,0,24.7,89.6,69.2,60000,46,0,15.3,4,1,24.9,Walking,8.1,5.4,0,0
STU101050,21,Female,Electronics & Communication,3,56.4,4.84,1,6.1,89.0,100.0,60000,24,0,6.0,6,1,21.5,Bicycle,2.9,4.9,0,1
STU101051,20,Female,Mechanical Engineering,4,63.7,5.13,1,11.4,80.1,76.7,60000,24,0,9.5,3,0,25.9,Own Vehicle,7.7,10.0,0,0
STU101052,21,Male,Electronics & Communication,6,63.4,6.16,1,3.9,59.2,84.4,60000,18,0,5.3,9,0,2.2,Walking,2.8,6.3,1,0
STU101053,24,Male,Mechanical Engineering,8,71.9,7.16,0,27.9,74.9,91.1,60000,38,0,10.3,6,0,91.6,Bicycle,3.1,5.4,1,1
STU101054,18,Male,Business Administration,8,67.6,6.28,1,21.1,97.8,85.6,60000,38,0,10.8,0,0,92.4,Public Transport,3.2,7.5,0,1
STU101055,24,Female,Electronics & Communication,6,56.3,5.91,1,1.0,87.0,100.0,92900,40,0,13.4,8,0,33.5,Own Vehicle,7.3,4.8,0,0
STU101056,21,Male,Electrical Engineering,1,53.3,4.98,1,14.5,89.5,91.6,60000,18,0,6.7,9,1,32.7,Bicycle,7.8,5.6,0,0
STU101057,23,Female,Business Administration,1,76.6,7.01,0,13.0,100.0,90.1,60000,20,0,9.2,5,0,39.2,Hostel,8.3,7.5,0,0
STU101058,20,Female,Business Administration,6,73.4,4.7,1,9.7,83.1,81.7,67800,25,0,15.5,0,1,63.5,Own Vehicle,6.2,9.3,2,0
STU101059,20,Male,Civil Engineering,5,71.3,8.6,0,22.3,49.8,91.5,64100,31,0,4.0,9,0,61.1,Bicycle,5.6,7.8,1,1
STU101060,23,Female,Computer Science,2,73.2,3.89,0,22.1,64.6,81.9,60000,28,0,0.0,1,0,13.3,Bicycle,7.4,7.4,0,1
STU101061,22,Male,Civil Engineering,6,62.6,5.5,2,16.9,81.3,83.8,60000,32,0,5.9,4,1,104.2,Public Transport,5.7,8.3,1,1
STU101062,19,Female,Electronics & Communication,8,72.2,3.64,0,10.5,80.3,79.9,77300,28,0,13.1,3,1,48.7,Walking,6.8,6.1,1,0
STU101063,22,Male,Mechanical Engineering,1,100.0,7.84,0,10.6,77.6,77.5,60000,21,0,10.4,0,0,41.8,Hostel,6.4,4.6,0,0
STU101064,23,Other,Computer Science,7,84.1,5.81,0,15.3,77.8,71.3,60000,21,0,5.2,6,1,56.0,Bicycle,6.4,5.6,1,0
STU101065,20,Female,Civil Engineering,3,66.5,5.54,0,11.8,69.0,80.9,60000,19,0,10.4,6,1,141.5,Bicycle,10.0,8.3,0,0
STU101066,24,Female,Electronics & Communication,4,63.7,5.64,0,15.0,85.2,79.9,60000,58,0,8.2,6,1,7.1,Own Vehicle,7.7,5.0,0,0
STU101067,22,Male,Electrical Engineering,6,35.7,1.32,2,18.9,96.5,100.0,60000,19,0,1.4,5,1,18.9,Public Transport,7.2,6.3,1,1
STU101068,20,Female,Mechanical Engineering,2,82.8,6.58,0,4.3,100.0,99.9,60000,26,0,8.3,3,0,25.2,Own Vehicle,5.7,6.6,0,0
STU101069,18,Male,Computer Science,2,79.4,8.59,0,9.7,100.0,83.0,65800,20,0,13.7,11,0,119.9,Public Transport,6.7,7.1,1,0
STU101070,22,Female,Electronics & Communication,8,63.5,2.98,0,14.8,66.6,78.7,60000,28,0,8.6,6,1,3.0,Bicycle,8.4,7.3,0,0
STU101071,19,Male,Business Administration,3,52.8,2.86,2,26.0,76.7,90.2,60000,23,0,1.6,2,1,6.9,Hostel,6.5,7.4,1,1
STU101072,23,Male,Electronics & Communication,2,56.1,5.87,0,20.9,75.6,100.0,60000,32,0,18.6,7,1,29.4,Own Vehicle,5.5,10.0,0,0
STU101073,21,Male,Mechanical Engineering,6,75.3,6.15,0,15.0,88.3,96.9,60000,29,0,5.0,7,0,25.7,Hostel,3.0,7.5,1,0
STU101074,21,Male,Computer Science,2,68.9,5.76,1,17.8,77.3,57.2,70900,20,0,11.5,8,0,29.1,Own Vehicle,5.6,8.4,1,0
STU101075,19,Male,Mechanical Engineering,7,78.3,7.9,0,14.3,76.8,97.9,99200,20,0,14.2,5,1,25.0,Walking,7.9,6.6,0,0
STU101076,22,Female,Business Administration,1,71.0,4.41,1,22.5,98.9,98.6,60000,25,0,11.7,3,1,0.6,Public Transport,3.8,9.1,0,1
STU101077,19,Male,Computer Science,5,81.6,5.7,0,18.0,81.4,100.0,86800,18,0,8.8,0,0,6.6,Walking,9.5,5.5,0,1
STU101078,20,Female,Electrical Engineering,4,74.4,4.93,0,24.0,81.7,81.3,60000,24,0,0.9,3,0,18.8,Bicycle,7.0,7.8,0,0
STU101079,23,Male,Business Administration,8,79.9,5.84,0,5.5,85.8,87.1,60000,21,0,15.9,0,1,22.2,Bicycle,9.3,6.4,0,0
STU101080,24,Female,Civil Engineering,5,44.9,5.74,0,9.4,89.5,91.8,60000,21,0,4.2,7,1,5.8,Public Transport,6.4,7.8,0,0
STU101081,24,Female,Electrical Engineering,8,55.2,1.69,0,16.9,89.5,73.5,70600,27,0,14.9,0,0,7.1,Hostel,2.0,7.2,0,1
STU101082,24,Male,Computer Science,2,65.6,3.34,3,18.5,97.2,66.2,60000,22,0,14.4,4,0,3.8,Own Vehicle,5.2,8.2,0,0
STU101083,21,Female,Mechanical Engineering,4,83.0,4.45,0,31.8,62.0,91.0,60000,21,0,3.9,8,0,21.3,Walking,5.2,7.2,0,1
STU101084,19,Female,Civil Engineering,7,92.6,9.65,0,2.3,84.5,61.9,60000,30,0,3.8,5,0,0.9,Public Transport,4.6,6.4,1,0
STU101085,23,Female,Business Administration,2,68.0,4.46,3,14.8,74.1,59.2,64100,27,0,6.8,5,1,74.4,Walking,6.9,7.8,0,0
STU101086,23,Male,Business Administration,8,62.7,4.49,0,14.5,75.8,97.2,60000,25,0,14.6,7,0,20.3,Own Vehicle,4.6,5.4,0,1
STU101087,24,Male,Mechanical Engineering,7,46.5,1.14,2,16.7,87.6,88.5,125600,35,0,6.2,8,0,2.8,Own Vehicle,3.1,4.2,0,1
STU101088,22,Female,Mechanical Engineering,6,80.4,6.01,0,27.1,98.2,100.0,60000,28,0,10.5,10,1,13.3,Hostel,5.1,3.7,0,0
STU101089,18,Male,Business Administration,2,63.4,6.46,0,21.1,71.7,91.9,60000,35,0,7.5,8,1,37.0,Walking,7.9,8.9,2,1
STU101090,21,Female,Electronics & Communication,7,100.0,8.4,0,3.8,100.0,85.2,64300,32,0,13.9,7,1,99.0,Bicycle,5.8,6.8,0,0
STU101091,21,Male,Electrical Engineering,7,61.1,4.72,3,25.7,55.5,98.3,75200,23,0,5.6,0,0,20.7,Public Transport,4.2,7.1,0,1
STU101092,23,Female,Electronics & Communication,3,95.3,5.12,2,25.5,85.3,74.7,92100,20,0,5.6,6,0,6.4,Own Vehicle,5.4,6.1,0,1
STU101093,20,Male,Electronics & Communication,5,79.0,5.79,0,16.8,67.5,80.0,60000,24,0,4.8,12,0,55.2,Own Vehicle,8.6,6.9,1,0
STU101094,20,Male,Electrical Engineering,1,57.7,4.85,1,3.7,69.5,82.0,72500,20,0,4.3,8,0,67.7,Walking,7.3,5.6,0,0
STU101095,18,Other,Business Administration,4,72.8,4.24,4,13.9,74.8,83.8,60000,21,0,13.7,9,0,8.7,Public Transport,6.9,6.5,0,1
STU101096,23,Female,Electrical Engineering,2,79.3,7.39,0,18.3,74.4,84.0,60000,29,0,8.2,3,1,10.3,Own Vehicle,7.3,4.2,0,0
STU101097,23,Female,Civil Engineering,5,67.3,6.8,0,22.0,39.9,62.7,66200,26,0,5.2,5,1,31.2,Hostel,3.1,4.1,0,1
STU101098,18,Female,Mechanical Engineering,5,80.1,5.56,0,2.6,88.6,81.0,88000,19,0,1.6,8,0,2.2,Walking,6.2,4.8,0,0
STU101099,21,Male,Electronics & Communication,5,79.8,7.54,0,9.6,90.9,84.5,69000,24,0,8.6,7,0,17.7,Public Transport,8.4,5.4,0,0
STU101100,21,Male,Business Administration,6,77.2,6.0,1,22.7,76.2,84.7,60000,26,0,5.5,9,1,49.0,Walking,1.8,8.3,0,0
STU101101,21,Male,Mechanical Engineering,8,69.8,7.42,0,25.5,76.6,78.3,60000,19,0,4.9,1,1,18.8,Own Vehicle,2.6,9.8,0,0
STU101102,24,Male,Mechanical Engineering,2,55.9,7.73,0,18.0,74.8,92.6,68100,30,0,6.1,2,0,25.5,Own Vehicle,4.1,8.0,0,1
STU101103,19,Male,Electronics & Communication,2,69.1,3.78,3,23.0,51.5,54.8,182300,20,0,9.4,0,1,9.8,Walking,4.5,3.0,0,1
STU101104,20,Female,Business Administration,2,72.1,7.0,0,18.2,54.6,91.2,81900,25,0,4.2,7,0,18.1,Own Vehicle,6.4,8.8,1,0
STU101105,19,Male,Business Administration,8,47.5,5.89,0,21.7,91.3,100.0,61600,40,0,8.5,5,0,43.8,Own Vehicle,3.5,6.0,0,0
STU101106,19,Male,Electronics & Communication,1,72.0,4.21,1,16.0,93.4,73.9,60000,66,0,14.0,5,0,0.1,Walking,6.5,4.5,0,0
STU101107,24,Male,Electronics & Communication,1,68.8,4.59,0,18.4,88.4,85.9,60000,22,0,7.2,3,0,0.2,Public Transport,10.0,9.0,0,1
STU101108,24,Male,Electronics & Communication,2,54.4,3.42,2,6.4,82.3,77.3,60000,30,0,3.9,2,0,51.4,Bicycle,4.8,6.0,0,1
STU101109,18,Male,Business Administration,7,66.0,5.07,1,20.1,89.5,79.5,84600,18,0,14.9,6,1,18.0,Public Transport,3.5,5.3,0,0
STU101110,22,Female,Computer Science,5,66.3,4.73,1,6.2,88.5,67.6,60000,35,0,9.2,10,0,8.0,Bicycle,5.2,5.8,0,0
STU101111,19,Male,Civil Engineering,8,93.2,7.14,0,20.0,69.0,100.0,72100,37,0,9.1,12,0,7.6,Bicycle,7.2,6.1,1,0
STU101112,19,Female,Computer Science,2,72.6,7.15,0,11.9,83.1,90.8,60000,26,0,12.6,12,0,34.2,Bicycle,6.6,7.3,0,0
STU101113,20,Female,Civil Engineering,4,82.4,3.56,0,17.6,75.9,74.9,60700,24,0,9.6,4,1,8.7,Walking,7.9,6.8,0,0
STU101114,19,Female,Mechanical Engineering,5,68.6,3.93,2,8.3,73.0,69.2,60000,24,0,9.5,1,1,0.7,Bicycle,5.5,5.7,0,1
STU101115,21,Female,Electrical Engineering,1,47.5,4.87,6,11.5,87.0,73.9,60000,18,0,0.0,9,0,7.5,Walking,6.2,4.0,1,1
STU101116,24,Male,Business Administration,8,78.1,7.13,0,17.6,100.0,52.5,60000,20,0,5.8,11,0,36.3,Own Vehicle,10.0,5.5,1,0
STU101117,22,Male,Electronics & Communication,7,62.1,3.27,1,20.3,45.7,98.8,70800,24,0,18.9,7,1,5.5,Public Transport,5.4,6.8,0,1
STU101118,23,Male,Civil Engineering,2,66.0,6.17,2,22.7,73.4,73.3,60000,32,0,4.0,5,1,63.2,Walking,5.9,5.6,1,1
STU101119,21,Female,Business Administration,7,57.4,6.71,0,6.9,75.7,90.8,60000,21,0,10.3,3,0,0.1,Own Vehicle,7.3,6.7,0,0
STU101120,18,Female,Computer Science,4,70.9,5.59,1,4.5,94.8,89.5,60000,38,0,18.3,8,0,12.0,Bicycle,10.0,6.5,1,0
STU101121,18,Male,Civil Engineering,3,82.8,5.01,0,8.2,59.7,99.5,382300,18,0,13.4,8,0,17.0,Walking,8.2,8.0,0,0
STU101122,19,Male,Computer Science,8,81.2,7.9,0,7.5,38.1,92.4,60000,26,0,11.5,7,0,4.4,Walking,6.6,6.9,0,0
STU101123,19,Female,Electrical Engineering,5,89.0,9.88,0,26.0,91.5,96.1,132300,16,0,6.0,1,0,8.4,Public Transport,5.6,7.6,2,0
STU101124,23,Female,Electrical Engineering,2,90.7,5.84,0,24.4,93.5,100.0,60000,22,0,6.9,2,0,17.7,Public Transport,9.1,6.2,0,0
STU101125,23,Female,Civil Engineering,7,45.4,3.7,0,8.0,55.0,80.0,60000,40,0,8.5,5,0,6.5,Public Transport,5.9,8.6,0,0
STU101126,23,Female,Civil Engineering,6,55.7,6.2,0,27.0,78.3,100.0,86900,42,0,11.7,10,1,8.6,Public Transport,9.1,5.9,0,1
STU101127,22,Female,Electronics & Communication,2,48.3,4.05,1,24.0,99.9,88.3,60000,44,0,16.0,9,0,51.9,Walking,5.4,5.4,2,1
STU101128,21,Female,Mechanical Engineering,6,77.6,3.41,3,3.6,60.4,78.6,60000,32,0,9.4,4,1,36.2,Walking,4.6,8.2,1,0
STU101129,22,Male,Business Administration,6,61.7,5.64,1,7.8,79.9,70.4,60000,37,0,6.7,0,1,84.7,Public Transport,3.1,5.7,0,1
STU101130,20,Male,Mechanical Engineering,3,64.1,3.56,3,3.4,82.6,75.9,88500,20,0,8.3,11,1,14.4,Walking,7.0,5.1,1,1
STU101131,22,Female,Computer Science,4,67.4,3.36,4,14.4,54.0,83.0,177400,16,0,11.0,10,1,37.2,Walking,2.3,5.0,0,1
STU101132,23,Female,Computer Science,7,74.6,3.2,1,15.1,70.6,84.4,92900,24,0,11.3,6,1,57.1,Walking,8.7,5.9,0,0
STU101133,23,Male,Computer Science,2,52.2,6.08,0,15.1,56.3,100.0,60000,20,0,8.8,4,1,21.0,Walking,3.6,6.2,0,1
STU101134,22,Female,Mechanical Engineering,6,54.9,3.06,4,0.8,71.7,71.2,60000,20,0,2.8,4,0,14.0,Own Vehicle,2.2,7.0,0,1
STU101135,18,Male,Mechanical Engineering,7,70.0,6.13,0,5.0,68.9,95.2,60000,42,0,15.4,9,1,11.9,Walking,6.0,7.5,0,1
STU101136,23,Female,Business Administration,8,84.4,7.68,0,16.8,82.9,68.1,60000,48,0,8.7,8,1,20.2,Walking,7.9,6.5,0,0
STU101137,20,Male,Computer Science,3,69.7,5.83,0,19.4,88.9,100.0,60000,21,0,11.2,4,0,40.0,Walking,6.2,7.7,1,1
STU101138,23,Female,Electrical Engineering,3,60.5,5.31,1,0.9,97.9,65.1,60000,21,0,6.2,14,0,13.6,Own Vehicle,7.8,7.6,0,0
STU101139,21,Male,Business Administration,8,44.2,4.15,2,6.0,100.0,100.0,60000,19,0,5.7,0,1,9.3,Bicycle,6.8,5.3,0,0
STU101140,24,Male,Computer Science,4,81.4,6.74,0,22.2,82.9,83.0,81100,22,0,12.5,3,0,0.8,Hostel,7.8,5.2,0,0
STU101141,20,Male,Mechanical Engineering,5,61.2,3.68,1,6.4,74.1,49.5,63100,19,0,3.3,3,1,42.2,Walking,9.5,5.9,0,0
STU101142,24,Female,Electrical Engineering,5,56.2,3.14,4,14.9,68.8,97.3,60000,45,0,2.6,6,1,18.5,Public Transport,4.0,3.7,1,1
STU101143,23,Male,Civil Engineering,5,49.4,3.79,2,5.8,63.5,82.2,60000,35,0,16.7,10,0,0.4,Public Transport,6.2,6.6,0,0
STU101144,20,Male,Business Administration,5,52.7,4.02,3,20.8,81.8,72.2,60000,37,0,12.9,9,0,72.8,Hostel,1.8,6.2,1,1
STU101145,21,Female,Electrical Engineering,4,58.5,5.36,3,0.9,68.6,88.6,60000,18,0,10.9,6,1,17.6,Own Vehicle,8.8,8.6,0,0
STU101146,21,Male,Mechanical Engineering,4,67.1,7.13,0,12.9,87.3,95.0,74100,17,0,4.6,0,0,13.3,Bicycle,5.8,7.9,0,0
STU101147,23,Male,Mechanical Engineering,4,55.5,4.99,4,21.6,60.9,83.2,65000,21,0,9.5,9,0,39.1,Public Transport,5.9,6.1,1,1
STU101148,22,Male,Electronics & Communication,6,72.2,4.48,1,19.3,72.0,100.0,60000,18,0,9.2,1,1,3.8,Walking,5.7,7.8,0,1
STU101149,23,Female,Business Administration,7,67.0,1.87,4,11.8,80.1,80.8,60000,22,0,6.2,4,0,7.9,Bicycle,4.5,6.3,0,1
STU101150,20,Male,Computer Science,5,96.7,6.5,0,10.1,78.3,94.7,60000,19,0,9.6,5,0,4.9,Public Transport,8.0,7.1,0,0
STU101151,21,Male,Mechanical Engineering,6,49.5,1.81,5,13.4,45.6,67.2,60000,32,0,0.8,2,1,23.9,Public Transport,6.6,4.0,1,1
STU101152,21,Male,Electronics & Communication,4,71.9,4.59,0,6.0,79.8,96.5,60000,18,0,0.0,2,1,19.0,Public Transport,5.4,5.8,0,0
STU101153,24,Male,Computer Science,7,72.1,6.15,0,14.3,68.8,77.2,63500,17,0,11.5,9,1,6.4,Own Vehicle,10.0,6.7,1,1
STU101154,20,Male,Electronics & Communication,4,57.6,4.75,1,14.4,95.0,66.1,60000,18,0,10.4,11,0,48.0,Public Transport,8.0,6.2,0,0
STU101155,22,Male,Electrical Engineering,4,71.1,8.66,0,12.1,93.6,81.9,60000,18,0,11.3,5,0,2.9,Bicycle,9.7,8.2,0,0
STU101156,18,Male,Civil Engineering,1,79.2,7.11,0,22.0,48.0,80.9,60000,41,0,13.8,0,0,62.5,Walking,2.4,7.0,0,1
STU101157,23,Male,Business Administration,3,71.2,8.75,0,7.5,91.2,98.9,60000,34,0,12.6,7,1,31.5,Hostel,5.0,7.3,1,0
STU101158,20,Female,Civil Engineering,6,86.6,8.07,0,3.1,85.5,63.2,60000,56,0,17.4,3,1,43.2,Walking,7.8,6.8,1,0
STU101159,20,Male,Business Administration,1,43.9,5.25,1,11.3,57.7,99.4,60000,40,0,15.5,7,1,31.3,Walking,3.5,6.5,0,0
STU101160,22,Male,Civil Engineering,2,59.9,4.22,1,15.9,90.8,73.7,65800,31,0,9.9,7,1,9.9,Own Vehicle,5.3,7.7,0,0
STU101161,21,Female,Electrical Engineering,7,87.7,5.3,1,14.3,60.6,46.0,112500,25,0,10.4,0,0,6.4,Walking,4.2,8.8,0,1
STU101162,23,Female,Electronics & Communication,7,80.9,5.76,1,13.9,94.5,64.9,60000,19,0,10.7,4,0,35.4,Hostel,7.1,3.8,0,0
STU101163,21,Female,Civil Engineering,4,76.5,6.1,0,7.1,71.0,80.4,88200,18,0,2.3,8,1,7.7,Own Vehicle,5.8,5.2,0,0
STU101164,21,Male,Electrical Engineering,4,84.8,5.78,2,8.1,55.7,87.7,60000,18,0,13.8,5,1,42.4,Bicycle,4.2,6.6,0,0
STU101165,18,Male,Computer Science,5,47.0,2.16,0,11.6,100.0,83.0,113400,17,0,12.9,1,1,41.5,Public Transport,10.0,8.3,0,0
STU101166,18,Male,Civil Engineering,7,79.5,7.03,0,11.0,58.4,66.9,60000,18,0,1.7,8,1,4.8,Hostel,7.8,7.5,0,0
STU101167,20,Male,Civil Engineering,4,82.8,5.01,1,22.7,67.2,71.3,60000,39,0,17.3,0,1,0.2,Bicycle,7.3,5.4,2,0
STU101168,24,Male,Electronics & Communication,2,62.1,2.51,2,16.8,68.5,63.1,60600,32,0,7.1,6,1,22.2,Own Vehicle,6.4,6.0,1,1
STU101169,24,Female,Computer Science,4,100.0,6.2,0,11.3,73.6,88.9,60000,20,0,9.4,3,1,108.1,Walking,8.2,7.5,0,0
STU101170,22,Male,Civil Engineering,3,72.4,5.41,1,22.7,88.3,81.6,66800,24,0,8.9,7,0,12.4,Bicycle,7.4,5.7,1,0
STU101171,22,Female,Electronics & Communication,6,43.7,1.91,2,18.1,77.8,90.2,60000,25,0,8.3,5,1,50.2,Own Vehicle,2.5,6.9,0,1
STU101172,20,Male,Business Administration,2,74.6,5.6,2,5.5,91.1,54.4,60000,20,0,21.2,7,0,0.6,Hostel,10.0,5.6,1,0
STU101173,19,Male,Business Administration,5,61.4,5.87,1,0.0,83.7,75.0,60000,23,0,8.3,11,0,51.9,Public Transport,9.9,7.1,0,0
STU101174,18,Female,Electrical Engineering,2,84.0,7.64,0,5.7,56.6,100.0,60000,23,0,8.4,8,0,12.8,Bicycle,5.6,7.3,0,1
